
(-4.898468971252441, -5.598926067352295, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.989930152893066, -5.993115425109863, 0.0)
(-4.9048357009887695, -5.565354347229004, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.599648952484131, -5.413577079772949, 0.0)
(-4.898534297943115, -5.554491996765137, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.784800052642822, -5.9000067710876465, 0.0)
(-4.880557537078857, -5.553044319152832, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.685343265533447, -5.564051628112793, 0.0)
(-4.886864185333252, -5.5571208000183105, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.725658893585205, -5.437925338745117, 0.0)
(-4.904445171356201, -5.545322895050049, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.782483100891113, -5.912802219390869, 0.0)
(-4.911649227142334, -5.588286876678467, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -5.370188236236572, -6.06436014175415, 0.0)
(-4.873894691467285, -5.53005838394165, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.8374342918396, -5.794038772583008, 0.0)
(-4.8738226890563965, -5.562525749206543, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.687213897705078, -5.664205074310303, 0.0)
(-4.903238296508789, -5.569845199584961, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.9283881187438965, -5.850166320800781, 0.0)
(-4.917740345001221, -5.611732006072998, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -5.0820536613464355, -5.863696575164795, 0.0)
(-4.926595687866211, -5.605556011199951, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.767607688903809, -5.738839626312256, 0.0)
(-4.8947954177856445, -5.576004981994629, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.9470624923706055, -5.752840518951416, 0.0)
(-4.920646667480469, -5.252951622009277, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.867473602294922, -4.081718444824219, 0.0)
(-4.784140110015869, -5.4704742431640625, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -6.713387489318848, -6.0224103927612305, 0.0)
(-4.758739471435547, -5.522371292114258, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -5.773089408874512, -7.389124393463135, 0.0)
(-4.8117451667785645, -7.270493030548096, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -12.259244918823242, -11.604708671569824, 0.0)
(-5.268266677856445, -11.436798095703125, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -2.0604610443115234, -10.157554626464844, 0.0)
(-6.369889736175537, -9.663784980773926, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.0049262046813965, -7.227746963500977, 0.0)
(-6.212963581085205, -13.73312759399414, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -1.925797462463379, -13.391286849975586, 0.0)
(-6.443270206451416, -14.763871192932129, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -3.137942314147949, -17.048988342285156, 0.0)
(-7.304906845092773, -18.65475082397461, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -5.528003692626953, -28.100360870361328, 0.0)
(-6.485701560974121, -12.147990226745605, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -13.220947265625, -16.496604919433594, 0.0)
(-5.8391289710998535, -15.820679664611816, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -5.139459609985352, -24.044477462768555, 0.0)
(-6.726968288421631, -19.33172035217285, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.717355728149414, -21.78669548034668, 0.0)
(-6.398172855377197, -18.17190170288086, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -6.150323867797852, -19.950475692749023, 0.0)
(-6.775842666625977, -14.273274421691895, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -7.992478370666504, -15.557663917541504, 0.0)
(-10.671148300170898, -12.685160636901855, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -7.852347373962402, -18.2612247467041, 0.0)
(-10.68590259552002, -10.561607360839844, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.244361877441406, -6.252972602844238, 0.0)
(-0.5338847637176514, 1.2876155376434326, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -0.26808810234069824, 2.268063545227051, 0.0)
(-1.155524730682373, 1.162752389907837, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -1.5176793336868286, 0.32730650901794434, 0.0)
(-1.111639142036438, 0.5064460635185242, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -0.9452354907989502, 0.0036826133728027344, 0.0)
